taskType,dependencyCount,retryCount,workflowSize,previousDuration,actualDuration
EMAIL,3,0,9,4.97,10.35
REST,4,0,7,18.89,29.03
FILE,5,0,8,5.03,15.04
FILE,5,3,8,23.21,39.1
COMPUTE,4,3,3,20.65,42.33
DATABASE,1,0,11,19.94,28.54
COMPUTE,2,0,16,28.55,44.63
REST,1,3,7,2.26,13.47
REST,1,1,11,7.03,17.17
EMAIL,4,1,8,3.43,14.36
COMPUTE,4,1,13,19.68,38.44
EMAIL,1,1,5,24.41,29.53
DATABASE,1,1,9,8.53,20.18
FILE,3,0,5,7.68,12.63
FILE,2,2,5,20.52,29.7
REST,2,0,18,25.86,35.34
FILE,0,2,14,19.92,26.39
FILE,1,0,15,8.11,14.37
EMAIL,5,3,12,28.01,45.42
REST,0,3,4,24.64,32.16
EMAIL,2,1,12,4.66,12.49
COMPUTE,2,1,3,1.86,14.89
FILE,1,1,3,29.51,34.16
DATABASE,5,1,10,20.74,37.05
DATABASE,5,3,18,20.06,42.56
COMPUTE,1,0,8,23.91,37.47
FILE,0,2,17,1.2,10.52
COMPUTE,1,1,8,21.68,33.65
DATABASE,0,1,16,17.49,31.08
DATABASE,4,3,3,24.17,42.03
DATABASE,0,2,13,15.8,29.03
DATABASE,3,0,11,12.77,24.51
DATABASE,0,1,13,28.94,41.23
FILE,5,0,5,29.42,39.14
FILE,1,2,7,29.01,35.68
COMPUTE,1,2,9,26.65,42.36
COMPUTE,1,0,20,10.12,26.15
DATABASE,0,2,20,13.18,26.52
EMAIL,5,3,3,14.91,31.02
REST,0,2,11,3.28,11.3
COMPUTE,4,2,9,19.96,42.15
FILE,5,2,20,10.18,27.27
DATABASE,3,3,16,9.52,30.53
COMPUTE,1,3,7,17.97,35.95
FILE,0,2,15,16.62,25.04
FILE,3,3,4,25.25,36.89
DATABASE,2,0,11,27.32,39.76
REST,5,1,6,4.51,17.06
EMAIL,4,3,15,19.23,37.09
REST,4,1,14,15.82,28.97
DATABASE,0,1,3,5.51,14.71
COMPUTE,0,2,7,23.13,37.18
FILE,4,1,9,24.63,36.18
DATABASE,3,2,3,22.28,38.65
COMPUTE,0,3,8,1.19,17.78
FILE,3,1,9,19.25,26.76
COMPUTE,3,2,8,23.45,41.14
COMPUTE,5,1,9,9.3,31.44
DATABASE,1,0,14,2.45,11.79
REST,2,1,15,5.95,18.89
FILE,1,2,16,16.72,26.92
REST,2,3,7,23.39,38.11
FILE,4,1,11,24.26,37.01
FILE,0,0,12,1.98,7.05
COMPUTE,3,0,10,4.65,21.28
DATABASE,2,1,19,21.85,39.31
FILE,3,0,3,26.91,33.57
EMAIL,1,0,18,13.53,21.0
DATABASE,3,3,15,28.58,49.52
COMPUTE,1,0,5,19.42,31.71
DATABASE,3,0,12,16.16,27.53
EMAIL,3,2,15,2.68,14.66
EMAIL,2,0,9,10.83,18.35
FILE,2,1,17,26.7,36.39
DATABASE,5,2,10,10.68,28.42
REST,2,1,9,24.47,35.49
DATABASE,0,0,14,5.78,14.69
FILE,5,3,16,27.92,47.61
FILE,1,1,12,14.97,20.86
EMAIL,3,2,16,13.93,27.46
EMAIL,0,2,4,26.88,30.48
FILE,3,1,18,7.06,18.81
REST,5,1,20,17.76,33.87
REST,3,0,16,6.28,17.35
FILE,0,1,11,19.88,26.15
FILE,1,0,17,3.98,9.46
REST,3,0,17,17.62,29.05
REST,2,0,3,2.07,8.51
FILE,3,2,11,21.93,34.39
REST,2,1,15,15.48,26.33
FILE,1,3,4,4.9,14.32
DATABASE,5,1,20,17.2,38.67
COMPUTE,2,3,11,4.74,24.56
REST,4,2,16,10.38,26.17
EMAIL,3,2,19,3.32,18.1
DATABASE,4,0,19,7.6,23.92
EMAIL,5,2,11,27.39,40.89
DATABASE,3,3,19,13.55,36.21
REST,1,2,13,16.54,27.48
DATABASE,1,0,19,6.12,19.39
EMAIL,1,1,18,5.17,14.97
DATABASE,3,1,4,1.41,14.77
COMPUTE,0,0,5,3.73,11.84
REST,3,2,7,4.68,16.92
COMPUTE,0,0,6,27.72,36.84
FILE,2,1,9,17.19,26.67
DATABASE,0,3,17,12.99,29.66
FILE,5,2,19,1.66,17.66
FILE,2,3,17,18.39,31.15
FILE,4,0,18,7.42,18.49
EMAIL,1,0,17,15.39,22.05
REST,4,3,11,28.04,45.68
DATABASE,5,0,7,28.84,43.74
EMAIL,2,1,9,21.32,30.36
COMPUTE,1,3,9,12.28,30.06
FILE,1,2,15,26.34,34.62
EMAIL,1,0,12,8.19,14.87
REST,1,1,3,23.11,30.94
EMAIL,0,0,5,24.41,24.63
COMPUTE,0,0,4,29.67,38.62
EMAIL,3,0,6,1.96,7.85
COMPUTE,3,2,6,2.37,20.02
FILE,3,1,12,9.06,18.1
REST,2,0,6,10.82,18.34
EMAIL,1,3,6,23.69,32.35
COMPUTE,1,2,20,6.09,27.55
REST,1,2,13,9.67,20.84
FILE,1,1,11,17.66,24.73
COMPUTE,4,1,14,27.66,46.59
DATABASE,5,0,4,21.09,33.44
DATABASE,3,1,17,15.72,33.05
REST,1,1,16,7.35,19.29
COMPUTE,5,0,3,1.49,16.07
FILE,3,3,13,16.21,29.09
COMPUTE,2,0,19,27.06,43.94
DATABASE,4,0,19,14.09,29.96
FILE,1,2,17,26.38,38.94
REST,3,0,4,11.77,17.79
COMPUTE,1,1,7,3.89,16.35
REST,3,3,9,15.81,32.63
COMPUTE,4,3,20,12.15,36.54
REST,4,1,16,5.57,18.96
REST,1,1,4,17.71,24.66
COMPUTE,4,2,13,27.16,48.06
FILE,3,0,17,27.69,36.28
DATABASE,4,3,15,23.16,45.23
COMPUTE,2,0,6,27.43,40.86
FILE,0,2,6,24.84,30.88
REST,4,0,15,21.31,32.9
EMAIL,2,0,20,25.2,33.85
COMPUTE,3,0,15,15.86,33.98
REST,5,2,6,21.15,37.05
EMAIL,1,3,19,10.9,24.12
REST,5,2,9,15.28,29.58
COMPUTE,5,3,10,20.21,42.94
COMPUTE,0,1,8,25.12,37.33
FILE,5,0,14,6.16,17.88
EMAIL,3,0,5,20.96,26.86
EMAIL,3,3,15,19.96,35.71
EMAIL,2,3,19,4.64,20.86
EMAIL,0,3,18,28.47,38.63
EMAIL,2,3,19,14.8,29.58
FILE,0,1,19,22.48,29.03
EMAIL,0,2,19,23.6,32.08
REST,1,2,10,10.7,22.59
FILE,4,1,8,25.38,35.8
DATABASE,5,2,18,2.16,24.59
DATABASE,2,2,5,14.77,27.43
FILE,4,1,16,17.12,30.8
REST,2,2,8,10.31,21.28
FILE,3,2,13,11.12,22.96
EMAIL,5,0,9,25.24,33.65
REST,3,1,19,9.03,22.79
DATABASE,4,0,17,1.87,17.76
DATABASE,0,2,17,16.3,32.15
COMPUTE,2,0,16,24.64,41.39
REST,0,3,8,11.16,19.79
REST,0,1,8,23.99,29.47
REST,5,0,6,10.29,21.28
FILE,2,0,12,11.83,19.84
DATABASE,4,3,19,5.29,28.93
EMAIL,1,3,15,1.88,12.58
FILE,2,1,8,10.53,19.04
DATABASE,3,3,6,14.84,30.83
FILE,1,2,18,25.05,37.47
REST,3,3,11,1.23,18.85
REST,4,0,11,23.84,36.51
FILE,0,0,18,16.83,23.01
FILE,3,3,13,9.67,25.1
DATABASE,0,3,13,12.6,28.6
DATABASE,1,2,17,9.09,24.81
COMPUTE,2,3,14,19.12,42.3
REST,0,1,17,21.37,31.6
DATABASE,1,1,12,22.76,34.14
FILE,4,3,8,2.72,15.83
FILE,4,1,4,21.82,32.94
REST,4,0,5,2.89,11.22
COMPUTE,1,3,11,13.1,30.05
FILE,0,1,20,22.71,32.43
DATABASE,2,0,10,17.18,27.34
EMAIL,2,0,15,25.67,32.46
DATABASE,4,2,16,12.25,34.02
FILE,2,2,17,20.56,31.26
EMAIL,2,0,10,10.48,17.57
COMPUTE,0,3,8,12.94,28.28
FILE,2,2,12,18.52,27.35
COMPUTE,1,2,14,21.17,38.98
EMAIL,0,2,8,10.89,17.21
COMPUTE,4,0,18,7.87,25.77
EMAIL,1,2,20,8.64,21.73
REST,5,2,18,12.07,30.59
COMPUTE,4,3,16,20.26,46.29
DATABASE,5,1,11,22.54,41.41
FILE,3,0,10,16.61,24.59
REST,3,3,18,3.94,23.52
REST,0,1,17,23.97,34.92
FILE,5,0,15,13.16,23.41
FILE,1,1,5,8.2,12.49
DATABASE,0,1,8,21.77,32.16
FILE,0,0,14,15.49,20.44
EMAIL,0,2,3,26.79,31.28
EMAIL,4,0,18,17.29,27.24
REST,4,1,12,26.26,41.54
FILE,1,2,8,18.87,26.25
DATABASE,4,0,20,21.48,37.31
REST,1,1,13,5.26,14.87
REST,2,0,16,26.53,35.65
FILE,4,2,15,16.11,29.51
COMPUTE,3,0,3,4.84,18.3
FILE,1,3,3,10.07,19.81
DATABASE,0,0,8,29.53,37.86
DATABASE,1,0,5,24.45,30.59
COMPUTE,0,1,13,5.28,18.53
EMAIL,4,1,5,1.34,11.93
COMPUTE,3,2,19,4.71,26.77
DATABASE,2,2,8,17.99,31.11
DATABASE,2,2,9,13.5,28.49
DATABASE,3,1,17,22.11,39.9
EMAIL,4,0,4,11.0,18.17
DATABASE,0,2,12,24.37,37.24
FILE,1,3,18,8.96,21.51
FILE,5,2,3,1.52,12.07
COMPUTE,3,2,14,7.54,26.66
DATABASE,5,3,14,5.74,27.92
EMAIL,5,2,15,28.74,43.03
EMAIL,1,3,9,22.65,31.16
FILE,1,2,14,6.77,16.16
DATABASE,1,0,16,3.17,15.52
DATABASE,2,3,8,8.84,26.49
COMPUTE,0,2,11,29.12,43.43
FILE,1,0,5,5.98,9.2
REST,3,3,18,29.43,46.3
REST,4,2,20,15.21,31.48
REST,4,2,11,17.66,31.16
REST,2,1,8,23.84,31.7
FILE,4,3,7,10.52,24.3
COMPUTE,2,2,15,15.13,33.6
DATABASE,3,1,19,18.23,37.21
REST,3,2,19,9.49,25.02
REST,1,3,7,5.98,17.25
COMPUTE,5,1,4,19.58,40.15
FILE,4,3,9,19.0,35.52
FILE,2,2,10,1.66,10.74
REST,0,0,15,17.47,25.25
FILE,2,1,14,9.75,18.11
DATABASE,0,2,18,19.63,35.73
REST,2,0,8,18.3,27.26
FILE,4,3,9,10.64,26.44
COMPUTE,1,0,9,21.4,32.25
EMAIL,5,0,13,16.48,27.52
FILE,4,1,5,30.0,38.82
FILE,4,3,11,3.72,17.06
REST,2,0,8,22.33,30.43
DATABASE,1,1,4,26.42,37.63
COMPUTE,0,1,3,10.06,21.2
COMPUTE,3,3,6,23.65,44.98
REST,5,1,3,8.94,20.19
REST,1,0,17,17.88,25.7
COMPUTE,5,1,5,21.64,39.47
COMPUTE,3,1,4,25.7,41.63
COMPUTE,3,3,4,22.99,41.08
EMAIL,4,1,11,6.09,16.43
REST,1,3,5,14.15,23.5
DATABASE,3,0,17,28.75,41.6
DATABASE,0,0,5,24.68,32.0
DATABASE,2,1,20,6.92,21.94
EMAIL,5,3,9,12.4,27.18
COMPUTE,5,1,4,12.68,31.0
REST,3,1,4,6.42,14.58
EMAIL,2,0,12,17.54,25.84
REST,0,3,10,26.02,36.6
EMAIL,3,3,10,5.04,19.88
EMAIL,5,1,5,13.93,25.18
REST,4,2,17,16.6,33.32
REST,1,3,13,27.22,40.95
REST,4,3,5,1.27,18.3
REST,0,1,16,16.09,23.61
DATABASE,4,0,6,19.77,34.32
EMAIL,1,0,8,28.45,32.84
FILE,5,2,15,25.96,40.36
DATABASE,0,3,15,26.98,42.47
REST,5,2,11,20.06,38.6
REST,2,3,14,1.6,17.3
DATABASE,0,0,6,28.6,36.53
DATABASE,4,3,11,12.21,32.8
FILE,3,0,15,1.89,12.1
REST,2,0,3,28.66,35.92
EMAIL,3,2,14,13.67,26.13
EMAIL,1,2,5,15.34,22.76
REST,4,0,16,13.94,26.59
REST,0,3,9,13.94,23.81
DATABASE,0,2,17,17.57,29.79
COMPUTE,4,3,17,21.32,45.56
REST,4,0,4,19.28,26.96
FILE,0,3,18,7.82,20.57
DATABASE,2,1,5,16.19,28.95
EMAIL,1,3,12,28.66,39.44
FILE,5,0,20,22.75,35.54
REST,1,0,14,25.15,32.94
DATABASE,1,1,17,21.35,35.09
COMPUTE,0,2,19,28.88,48.28
FILE,5,3,16,28.04,45.04
FILE,3,1,4,17.36,24.2
DATABASE,2,2,14,23.98,39.4
EMAIL,4,2,18,18.08,34.93
COMPUTE,0,3,7,21.73,36.75
DATABASE,4,0,17,7.47,22.23
EMAIL,4,2,19,21.51,37.25
EMAIL,3,3,7,10.12,20.82
EMAIL,3,2,17,24.28,36.76
FILE,5,3,19,2.2,21.14
EMAIL,0,0,11,2.96,5.97
FILE,5,2,13,12.7,29.66
DATABASE,4,1,11,4.81,22.89
DATABASE,5,3,4,1.66,21.43
COMPUTE,3,2,9,26.75,46.22
COMPUTE,3,1,18,29.27,49.47
DATABASE,1,1,18,17.56,30.04
DATABASE,3,3,5,28.14,46.84
EMAIL,2,3,7,19.9,30.6
REST,1,1,20,5.06,15.95
DATABASE,1,3,17,17.74,33.79
COMPUTE,4,0,19,15.38,35.28
REST,3,3,8,25.33,39.07
DATABASE,3,1,4,12.37,27.01
COMPUTE,2,3,4,16.88,34.84
DATABASE,1,1,14,4.88,17.89
COMPUTE,0,1,19,21.15,34.98
REST,2,3,8,10.65,23.16
REST,4,3,10,23.63,40.55
COMPUTE,4,1,19,20.07,41.63
REST,0,2,18,5.38,15.37
REST,3,0,11,28.28,36.99
FILE,2,2,4,29.35,37.71
EMAIL,1,2,4,29.95,37.36
DATABASE,1,2,15,25.11,40.2
EMAIL,4,1,15,12.98,27.14
COMPUTE,4,0,10,26.8,43.21
DATABASE,2,2,3,9.57,21.61
REST,5,2,3,27.44,42.97
COMPUTE,4,1,5,7.78,26.58
EMAIL,1,3,13,11.33,23.1
COMPUTE,4,1,4,16.86,34.64
FILE,5,2,11,28.17,43.97
DATABASE,3,1,9,21.53,37.7
REST,2,2,18,19.93,33.34
EMAIL,3,0,20,12.36,22.15
REST,5,1,8,11.2,24.04
COMPUTE,2,3,14,17.54,39.22
REST,2,1,15,20.6,31.6
REST,5,3,6,3.98,20.89
DATABASE,2,3,17,15.94,34.92
EMAIL,5,2,17,10.84,25.62
COMPUTE,3,3,11,16.57,39.05
FILE,4,0,5,2.22,9.19
DATABASE,5,0,7,4.23,19.59
DATABASE,5,1,13,15.86,33.06
EMAIL,3,3,20,14.52,31.45
EMAIL,5,1,12,5.4,19.99
FILE,5,1,16,29.51,41.87
REST,4,3,16,7.5,27.05
EMAIL,5,0,11,1.27,12.43
REST,2,0,3,9.95,17.39
EMAIL,2,0,13,5.88,13.89
DATABASE,0,2,13,27.21,38.84
EMAIL,2,1,9,24.78,33.24
REST,4,1,10,4.94,17.0
DATABASE,2,3,10,5.42,23.12
COMPUTE,5,3,9,8.1,31.33
DATABASE,1,2,16,29.34,46.59
DATABASE,5,3,17,9.56,32.62
FILE,1,1,17,25.94,34.44
FILE,2,0,16,26.2,32.59
EMAIL,3,1,19,2.83,16.43
EMAIL,2,1,9,23.71,30.04
COMPUTE,4,1,14,27.42,46.82
DATABASE,2,2,14,29.07,44.49
EMAIL,1,1,5,21.98,28.78
COMPUTE,0,1,20,24.43,41.34
COMPUTE,1,3,15,24.65,42.67
EMAIL,1,3,13,16.73,28.5
REST,1,2,17,28.07,42.27
EMAIL,4,1,16,12.27,25.58
REST,4,2,3,20.69,34.21
REST,0,1,12,22.75,30.27
COMPUTE,5,0,5,21.67,37.18
REST,5,0,7,22.98,35.02
COMPUTE,5,0,19,3.94,26.35
REST,4,2,18,6.42,24.01
FILE,0,3,9,6.19,13.68
COMPUTE,2,0,13,27.33,40.58
EMAIL,2,1,20,24.2,35.65
REST,5,0,6,4.52,15.49
DATABASE,4,2,7,24.37,39.72
REST,1,1,19,16.62,29.23
EMAIL,4,0,8,29.42,37.99
EMAIL,2,0,16,17.93,26.73
EMAIL,0,3,10,17.65,24.66
DATABASE,4,0,15,2.48,16.03
COMPUTE,2,2,4,15.79,30.95
REST,2,0,12,27.75,34.75
DATABASE,0,1,18,18.07,31.38
COMPUTE,5,3,6,1.85,23.91
COMPUTE,3,2,5,18.86,36.79
COMPUTE,3,3,13,19.87,41.87
EMAIL,1,0,8,17.17,20.21
REST,4,1,11,15.31,29.36
REST,4,0,4,27.59,38.35
COMPUTE,4,3,10,19.35,43.55
COMPUTE,4,1,18,16.89,39.29
EMAIL,0,2,12,9.64,16.35
FILE,2,0,18,9.71,19.19
REST,1,2,5,17.95,26.15
EMAIL,2,1,6,22.12,30.84
REST,2,2,3,13.22,23.88
REST,1,2,7,2.83,12.78
DATABASE,3,0,20,5.94,21.59
COMPUTE,0,1,18,2.23,16.03
COMPUTE,5,2,16,6.19,32.44
REST,5,0,6,28.44,41.36
EMAIL,2,2,3,22.85,29.85
REST,0,0,7,21.2,25.13
DATABASE,4,0,17,14.14,30.33
REST,4,1,12,11.17,22.98
FILE,5,3,18,18.08,36.2
REST,2,2,13,1.72,15.04
EMAIL,0,0,13,28.15,33.53
REST,4,3,3,22.42,37.7
EMAIL,5,3,8,20.53,36.24
COMPUTE,0,2,11,10.71,24.78
DATABASE,4,3,17,10.55,30.94
REST,0,3,11,29.72,42.59
FILE,3,0,11,15.29,22.45
REST,3,3,19,6.57,23.31
FILE,0,2,6,20.24,27.55
DATABASE,0,3,9,25.54,37.67
EMAIL,1,3,8,29.56,39.47
EMAIL,4,3,11,19.57,35.03
FILE,0,1,20,4.72,12.86
EMAIL,2,1,15,15.76,25.66
DATABASE,3,1,12,29.79,42.98
COMPUTE,4,2,20,29.43,54.57
REST,3,0,20,10.48,23.33
DATABASE,0,1,18,10.84,22.98
EMAIL,4,0,17,3.53,15.08
COMPUTE,1,1,12,7.02,20.29
DATABASE,2,0,16,7.94,19.42
FILE,5,3,7,27.22,43.44
REST,2,0,17,22.16,30.6
COMPUTE,2,1,18,10.64,30.31
DATABASE,3,1,10,25.32,39.52
EMAIL,1,0,7,22.95,25.37
FILE,5,3,9,19.63,37.43
COMPUTE,3,2,16,2.57,25.84
EMAIL,3,2,18,18.46,31.99
DATABASE,2,1,4,26.99,37.41
DATABASE,1,3,13,23.35,41.75
EMAIL,1,1,12,1.21,9.24
DATABASE,1,0,7,4.86,12.02
EMAIL,2,0,14,24.61,31.64
EMAIL,0,2,7,19.35,24.68
REST,1,0,12,18.71,26.52
COMPUTE,0,1,17,26.5,42.42
FILE,5,2,15,10.78,26.24
REST,0,1,18,5.46,15.49
COMPUTE,1,2,12,24.04,39.79
DATABASE,4,2,20,11.01,32.86
FILE,3,3,6,11.27,22.9
EMAIL,1,1,5,15.01,20.88
REST,5,1,12,12.68,28.63
REST,4,2,9,17.21,31.55
REST,3,0,17,19.12,31.89
EMAIL,2,2,6,8.19,16.99
FILE,1,3,6,5.88,16.51
DATABASE,5,1,10,3.16,21.39
REST,3,2,17,27.77,42.7
COMPUTE,4,0,11,29.89,46.88
FILE,2,0,12,3.77,9.91
DATABASE,3,3,19,28.09,51.27
DATABASE,4,2,14,28.75,48.41
DATABASE,1,2,7,8.9,22.75
DATABASE,5,0,10,21.81,35.36
EMAIL,3,0,5,5.82,11.48
DATABASE,2,0,13,29.9,41.97
EMAIL,2,0,9,19.52,25.26
EMAIL,0,2,16,19.7,30.13
COMPUTE,5,3,16,7.56,33.67
DATABASE,0,1,6,6.21,14.52
EMAIL,2,3,10,12.78,23.13
DATABASE,3,3,13,7.21,27.02
EMAIL,3,0,9,28.7,37.58
EMAIL,3,3,11,25.2,39.81
EMAIL,3,1,4,16.05,24.59
COMPUTE,2,3,12,20.26,40.38
EMAIL,0,1,18,16.97,23.54
FILE,1,2,7,1.45,9.78
FILE,2,1,12,10.16,16.97
EMAIL,1,3,20,26.36,40.26
COMPUTE,4,1,6,25.21,43.57
FILE,0,1,6,7.89,11.87
DATABASE,3,0,8,14.31,24.77
DATABASE,4,1,17,27.31,47.19
DATABASE,2,0,7,11.68,20.14
DATABASE,1,1,7,8.53,18.02
EMAIL,3,3,6,29.94,43.64
FILE,4,0,7,22.72,31.8
COMPUTE,0,1,4,27.78,37.87
DATABASE,2,1,12,5.93,18.08
FILE,1,2,15,5.69,14.07
DATABASE,4,2,17,19.76,38.37
COMPUTE,3,1,18,12.28,31.8
REST,3,3,19,8.61,25.12
REST,2,3,13,20.62,35.46
DATABASE,0,2,19,27.79,41.34
DATABASE,1,1,11,10.14,22.29
REST,0,0,4,25.74,28.02
EMAIL,4,3,19,8.92,27.82
EMAIL,4,1,5,18.31,29.45
EMAIL,4,3,7,14.66,28.24
EMAIL,5,2,14,20.78,34.55
FILE,5,2,15,27.9,45.02
EMAIL,3,3,20,25.6,43.37
REST,1,3,20,7.38,22.52
EMAIL,5,0,9,26.42,36.76
REST,4,0,13,16.28,26.43
COMPUTE,5,0,14,17.27,35.38
EMAIL,2,1,7,6.2,15.11
FILE,4,2,20,10.92,25.86
FILE,3,0,13,7.57,16.39
DATABASE,2,2,5,11.5,26.68
FILE,1,3,11,10.62,22.09
DATABASE,1,3,3,15.5,30.32
REST,1,1,19,13.6,23.41
DATABASE,5,1,3,6.9,24.05
COMPUTE,1,1,10,20.56,36.3
EMAIL,4,0,5,18.4,27.37
EMAIL,1,0,15,3.73,10.62
DATABASE,3,0,7,22.79,35.34
COMPUTE,0,0,10,6.39,16.37
FILE,1,2,9,11.0,17.35
REST,5,0,6,22.0,33.01
FILE,5,3,9,6.47,20.95
FILE,1,1,4,29.89,34.08
DATABASE,1,0,3,18.56,25.95
FILE,0,2,19,14.24,25.79
EMAIL,1,1,11,11.87,19.99
DATABASE,2,1,19,8.95,24.25
DATABASE,2,1,3,2.25,11.17
COMPUTE,2,2,11,12.72,29.46
FILE,0,0,10,27.78,30.82
REST,1,1,10,18.86,28.39
REST,1,3,10,13.86,27.48
DATABASE,2,1,17,20.83,36.12
FILE,3,0,20,28.81,40.76
EMAIL,2,1,15,7.56,16.19
DATABASE,5,0,7,14.96,28.24
REST,3,3,11,18.7,34.07
EMAIL,1,0,13,9.03,14.83
COMPUTE,4,2,12,21.9,44.48
REST,2,1,9,26.92,37.83
FILE,5,3,7,3.56,20.3
COMPUTE,0,3,16,28.22,46.32
EMAIL,2,0,13,24.53,32.01
FILE,1,2,10,7.58,14.4
REST,0,2,8,14.08,23.02
COMPUTE,4,3,18,26.94,51.7
REST,0,2,14,8.39,18.63
REST,3,0,17,17.64,29.6
EMAIL,4,0,10,18.22,26.59
FILE,4,1,6,12.67,23.14
FILE,2,1,13,24.99,32.77
DATABASE,2,2,4,19.86,31.6
EMAIL,3,2,16,4.39,19.39
REST,4,2,11,28.12,42.62
DATABASE,4,0,20,16.27,31.33
REST,2,1,18,22.04,36.02
DATABASE,1,0,6,29.04,38.42
COMPUTE,2,0,8,5.73,20.87
COMPUTE,3,1,20,28.88,48.92
FILE,2,0,15,24.8,30.33
COMPUTE,1,2,15,13.76,32.66
REST,2,1,4,26.51,33.06
EMAIL,5,3,17,26.23,45.72
DATABASE,2,0,7,22.48,31.55
COMPUTE,4,1,14,24.93,45.42
FILE,0,0,8,26.99,29.21
COMPUTE,0,1,14,23.3,36.59
COMPUTE,5,3,20,5.14,34.39
REST,5,0,11,3.16,14.81
REST,3,1,4,13.21,22.17
REST,0,0,17,10.83,18.91
DATABASE,0,2,5,29.88,40.63
DATABASE,3,3,19,15.91,35.85
REST,3,3,7,13.14,28.02
COMPUTE,1,3,10,14.83,31.37
FILE,4,2,16,10.2,23.5
REST,4,3,17,13.15,30.25
COMPUTE,2,1,16,17.43,35.69
REST,3,2,11,25.35,39.18
DATABASE,4,2,19,3.33,25.58
COMPUTE,5,2,9,24.47,45.34
COMPUTE,2,0,5,7.57,22.02
REST,4,1,18,18.56,35.77
COMPUTE,3,3,17,7.39,31.48
DATABASE,1,3,14,29.32,47.21
EMAIL,1,3,6,1.9,11.07
COMPUTE,0,0,4,23.55,32.55
DATABASE,5,2,17,3.7,24.6
FILE,5,2,8,24.66,39.62
COMPUTE,0,2,19,11.88,28.59
FILE,4,0,15,24.16,34.79
COMPUTE,1,1,18,3.14,18.11
DATABASE,3,2,8,2.65,18.13
REST,3,0,3,18.93,28.05
COMPUTE,0,0,4,22.06,30.36
REST,4,1,10,7.23,20.41
COMPUTE,0,0,8,8.63,20.3
DATABASE,5,3,7,14.4,36.14
REST,2,0,20,18.41,29.65
COMPUTE,1,1,10,27.55,40.44
REST,2,1,8,8.95,16.76
FILE,3,3,20,15.38,33.1
FILE,2,3,13,24.35,36.1
FILE,4,3,18,29.02,47.22
FILE,3,0,15,27.45,35.05
FILE,0,2,10,3.57,8.68
EMAIL,1,0,9,6.07,9.46
EMAIL,5,0,4,11.42,20.24
DATABASE,0,2,3,26.71,36.57
DATABASE,1,2,10,3.39,15.43
COMPUTE,4,3,20,11.01,35.85
COMPUTE,2,0,8,2.92,17.71
EMAIL,2,2,18,28.21,42.31
REST,3,2,17,17.93,34.99
DATABASE,4,3,13,28.21,47.63
COMPUTE,2,3,4,25.74,44.74
DATABASE,1,2,20,7.17,21.95
COMPUTE,0,2,13,23.64,41.0
REST,4,1,13,2.69,16.9
REST,4,3,17,16.62,37.32
DATABASE,0,0,8,9.19,16.41
REST,3,0,14,23.03,34.17
DATABASE,2,3,12,16.84,34.65
REST,4,0,12,20.1,33.6
FILE,1,2,14,16.66,28.26
DATABASE,0,3,17,11.9,29.07
REST,2,0,4,15.26,22.0
FILE,2,3,4,10.58,19.21
EMAIL,2,2,7,22.02,31.08
DATABASE,1,3,14,14.8,31.53
EMAIL,2,2,6,2.94,11.87
DATABASE,0,3,12,10.64,24.51
FILE,5,2,7,10.95,24.55
DATABASE,5,1,4,22.32,36.28
REST,1,0,13,1.79,7.5
REST,1,3,18,17.76,34.65
COMPUTE,1,2,19,27.69,46.37
EMAIL,5,2,3,23.38,34.06
COMPUTE,1,2,3,23.38,39.59
DATABASE,1,2,3,27.82,40.91
EMAIL,1,3,19,8.7,21.33
REST,1,2,16,16.6,30.72
REST,5,3,15,2.55,24.29
FILE,1,3,18,28.3,43.04
EMAIL,0,0,3,4.81,5.74
DATABASE,3,1,6,23.22,38.49
REST,5,3,5,21.05,38.62
EMAIL,0,1,7,12.26,14.91
REST,3,0,16,19.9,30.54
DATABASE,2,1,20,26.77,44.12
FILE,3,3,8,9.52,24.21
EMAIL,4,1,3,10.75,19.31
REST,2,0,13,12.73,19.73
EMAIL,2,2,6,5.07,13.88
COMPUTE,2,0,20,12.82,27.87
DATABASE,1,3,7,9.73,25.65
EMAIL,3,2,17,3.54,19.06
EMAIL,3,1,18,28.05,41.56
REST,0,1,9,2.1,8.42
DATABASE,4,1,11,3.27,18.87
FILE,0,1,5,21.07,25.04
FILE,0,1,14,9.33,17.17
EMAIL,2,3,9,23.99,33.85
FILE,5,2,4,18.38,29.74
COMPUTE,5,0,7,1.72,19.77
REST,1,1,14,9.94,20.41
REST,0,1,8,13.42,20.73
COMPUTE,3,0,13,28.24,46.5
DATABASE,4,1,12,3.48,19.45
COMPUTE,1,0,5,7.47,19.3
REST,1,1,6,19.17,24.94
REST,4,0,10,15.33,28.27
FILE,5,0,6,5.35,16.22
DATABASE,0,0,16,10.21,21.88
DATABASE,4,2,16,1.73,21.43
DATABASE,0,2,10,22.36,32.87
COMPUTE,1,1,18,20.64,38.66
FILE,4,1,9,10.72,21.16
EMAIL,0,2,6,16.66,23.67
EMAIL,1,0,11,18.27,24.88
FILE,4,0,18,29.59,39.31
COMPUTE,5,0,16,8.94,27.9
REST,0,1,11,7.19,13.08
DATABASE,5,2,16,13.89,33.62
DATABASE,5,1,7,12.63,30.08
REST,0,3,16,19.64,34.27
COMPUTE,2,3,15,15.96,36.7
EMAIL,1,1,7,14.81,21.57
DATABASE,3,3,5,26.32,43.45
